Category,Recipient Name,Project Purpose,Project Location,Amount Requested ($000),senator,category,recipient_name,project_purpose,project_location,amount_requested_000
"Labor, Health & Human Services",Virginia Peninsula Community,College Support Virginia Peninsula Community College in providing career exploration and other opportunities for students.,Hampton City VA,1000.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Hampton Roads Community,"Action Program, Inc. To support the Hampton Roads Community Action Program, Inc. in providing resources to assist underserved and displaced youth.",Hampton City VA,472.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Hampton University,Support Hampton University in expanding pharmacy training programs.,Hampton City VA,5800.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Hampton University,Support Hampton University in expanding its healthcare educational opportunities.,Hampton City VA,1300.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Hampton University,Support Hampton University in expanding its healthcare research capabilities.,Hampton City VA,1680.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Hampton University,Support Hampton University in expanding its health care curriculum.,Hampton City VA,2500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Eastern Mennonite University,Support Eastern Mennonite University in purchasing STEM equipment.,Harrisonburg City VA,1253.0,Tim Kaine,,,,,
"Labor, Health & Human Services",James Madison University,Funding will be used to develop an internship program,Harrisonburg City VA,950.0,Tim Kaine,,,,,
"Labor, Health & Human Services",James Madison University,Support James Madison University in improving resources for students.,Harrisonburg City VA,781.0,Tim Kaine,,,,,
"Labor, Health & Human Services",James Madison University,Support James Madison University for the development of a teaching and research lab.,Harrisonburg City VA,983.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Henrico County General,Government Funding will be used for curriculum development.,Henrico County VA,1000.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Virginia Union University,Support Virginia Union University for the planning and design of the A. Donald McEachin School of Law and Social Justice.,Henrico County VA,500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Henrico County General,Government Funding to support the Henrico County General Government's Youth Crisis Receiving Center at St. Joseph's Villa.,Henrico County VA,1517.0,Tim Kaine,,,,,
"Labor, Health & Human Services",LHHS_Kaine_CDS_Disclosure_24.pdf,"Document created 06/05/2024, 04:16 PM City of Lexington To support the City of Lexington to coordinate with the City of Buena Vista and Rockbridge County to construct a health facility to serve the region.",Lexington VA,2500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Liberty University,Funding will be used to purchase equipment.,Lynchburg VA,650.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Randolph College,Support Randolph College in expanding STEM education programs.,Lynchburg City VA,1500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Centra Health,Funding will be used to provide courses for healthcare professionals.,Lynchburg City VA,229.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Centra Health,To support Centra Health in purchasing equipment to train health care providers.,Lynchburg City VA,27.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Christopher Newport,University Funding will be used expand the Innovation Hub and create an interdisciplinary ecosystem.,Newport News VA,1860.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Christopher Newport,University Funding will be used to develop an institute for executive education.,Newport News VA,310.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Riverside Health System,To support Riverside Health System in establishing a mobile medical clinic to improve access to primary and preventive care. Newport News City,VA,393.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Virginia Peninsula Community,College Support Virginia Peninsula Community College in purchasing equipment. Newport News City,VA,1300.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Virginia Peninsula Community,College To support Virginia Peninsula Community College in construction and equipment for a health care provider training center. Newport News City,VA,3500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",What's Next for Success,To support What's Next for Success in training young adults in the maritime sector. Newport News City,VA,1100.0,Tim Kaine,,,,,
"Labor, Health & Human Services",The Chrysler Museum of Art,Funding will be used to create a center for education in the glass arts.,Norfolk VA,1500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Norfolk State University,Funding will advance research and advocacy for vulnerable populations impacted by climate change.,Norfolk VA,1500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Old Dominion University,Supporting Old Dominion University in meeting food security needs of students and community.,Norfolk City VA,1000.0,Tim Kaine,,,,,
"Labor, Health & Human Services",YWCA South Hampton Roads,To support the establishment of the Young Women's Christian Association of the South Hampton Roads' Center for Children's Services,Norfolk City VA,750.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Children’s Hospital of The,King’s Daughters (CHKD) Funding to support Children’s Hospital of The King’s Daughters (CHKD) to expand capacity of its Partial Hospitalization Program to address youth mental health needs.,Norfolk City VA,2012.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Martinsville Henry County,Coalition for Health and Wellness To support Martinsville Henry County Coalition for Health and Wellness in adding FQHC services in Patrick County,Patrick County VA,772.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Richard Bland College of,Williams & Mary To support Richard Bland College of William & Mary in renovations to expand health care provider training.,Petersburg City VA,1547.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Richard Bland College of,William & Mary Funding will be used to support the health sciences program.,Petersburg City VA,1741.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Partnership Development,Foundation Funding will be used to provide entrepreneurial training resources.,Portsmouth City VA,1741.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Mind Power Enterprise II,Support Mind Power Enterprise II in expanding student and teacher-focused programming.,Portsmouth City VA,498.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Art for the Journey,To support Art for the Journey in addressing social isolation and loneliness among older Virginians.,Richmond VA,305.0,Tim Kaine,,,,,
"Labor, Health & Human Services",LHHS_Kaine_CDS_Disclosure_24.pdf,"Document created 06/05/2024, 04:16 PM Health Brigade To support Health Brigade in making aging building repairs and upgrades.",Richmond City VA,750.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Daily Planet Health Services,To support Daily Planet Health Services with construction of new site to provide health care services.,Richmond City VA,500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",J. Sargeant Reynolds,Community College To Support J. Sargeant Reynolds Community College in purchasing health care provider training equipment.,Richmond City VA,964.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Earn to Learn,Funding will be used to provide a college and vocational training scholarships.,Roanoke VA,1000.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Goodwill Industries of the,Valleys Support the Goodwill Industries of the Valleys in developing a career center.,Roanoke City VA,2100.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Local Office on Aging,"To support the Local Office on Aging, Inc. work to increase access to senior services by increasing access to transportation services in Roanoke City and Roanoke County.",Roanoke City VA,230.0,Tim Kaine,,,,,
"Labor, Health & Human Services",New Horizons Healthcare,To support New Horizons Healthcare in improving plumbing and renovating clinical facilities.,Roanoke City VA,2492.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Supporting Treatment Access,"& Recovery Services (STARS) Funding will allow the Partnership for Community Wellness to purchase a mobile clinic and to support increased access to treatment, recovery, education, and training.",Roanoke City VA,650.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Rockbridge Area,Transportation System To support Rockbridge Area Transportation System's Rockbridge Connect and Nourish program. Rockbridge County,VA,275.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Bridgewater College,Funding would be used to purchase equipment.,Rockingham VA,578.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Stafford Hospital,To support the Stafford Hospital's construction of an Orthopedic Center.,Stafford County VA,2000.0,Tim Kaine,,,,,
"Labor, Health & Human Services",South Central Workforce,Development Board Support the South Central Workforce Development Board to upskill existing workforce. Statewide/Multiple,Locations VA,750.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Boys & Girls Clubs of Central,Virginia Support the Boys & Girls Club of Central Virginia to increase out-of-school participation. Statewide/Multiple,Locations VA,61.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Bay Consortium Workforce,Development Board Support the Bay Consortium Workforce Development Board to launch digital education training. Statewide/Multiple,Locations VA,319.0,Tim Kaine,,,,,
"Labor, Health & Human Services","Virginia Commemorations,","Inc. Support Virginia Commemorations, Inc. in educating students on America's founding in honor of the country's 250th anniversary. Statewide/Multiple",Locations VA,900.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Southside Virginia,Community College Support Southside Virginia Community College in improving access to criminal justice programs. Statewide/Multiple,Locations VA,940.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Tidewater Electrical Joint,Apprenticeship and Training Committee (Tidewater JATC) 501(c)(6) Support Tidewater JATC in providing child care assistance. Statewide/Multiple,Locations VA,442.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Virginia Commonwealth,University Support Virginia Commonwealth University in developing internships. Statewide/Multiple,Locations VA,430.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Tidewater Community College,Educational Foundation To support the Tidewater Community College Educational Foundation to upgrade its educational spaces and technology to train EMS and EMT professionals. Statewide/Multiple,Locations VA,842.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Lutheran Social Services of,the National Capital Area Support Lutheran Social Services of the National Capital Area in providing refugees with recertification pathways. Statewide/Multiple,Locations VA,1131.0,Tim Kaine,,,,,
"Labor, Health & Human Services",LHHS_Kaine_CDS_Disclosure_24.pdf,"Document created 06/05/2024, 04:16 PM Greater Roanoke Workforce Development Board Support the Greater Roanoke Workforce Development Board in increasing access to career pathways. Statewide/Multiple",Locations VA,608.0,Tim Kaine,,,,,
"Labor, Health & Human Services",YWCA Richmond,Support YWCA Richmond in developing an early intervention program. Statewide/Multiple,Locations VA,2000.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Germanna Community College,Support Germanna Community College in strengthening the nursing workforce. Statewide/Multiple,Locations VA,729.0,Tim Kaine,,,,,
"Labor, Health & Human Services",REACH Virginia,Funding will be used to provide professional development resources for educators. Statewide/Multiple,Locations VA,1014.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Marymount University,To support Marymount University in purchasing equipment to expand training opportunities for nursing students. Statewide/Multiple,Locations VA,2055.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Daily Planet Health Services,To support Daily Planet Health Services in establishing the first not-for-profit dental lab in Virginia. Statewide/Multiple,Locations VA,265.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Virginia Community Health,Worker Association Funding will be used to train and certify community health care workers. Statewide/Multiple,Locations VA,110.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Shenandoah Valley Scholars,Latino Initiative Inc Funding will be used to provide college readiness support and services. Statewide/Multiple,Locations VA,100.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Virginia Humanities,Funding will be used to provide fellowships. Statewide/Multiple,Locations VA,1000.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Dr. Lorna Breen Heroes’,Foundation To support the Dr. Lorna Breen Heroes' Foundation in supporting the healthcare workforce by reducing burnout and improving their access to mental healthcare Statewide/Multiple,Locations VA,545.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Jefferson Area Board for,"Aging, Inc. To support the Jefferson Area Board for Aging's work to connect older adults and caregivers to local services. Statewide/Multiple",Locations VA,409.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Communities In Schools of,Virginia Funding will be used to provide supportive mental health resources for students. Statewide/Multiple,Locations VA,275.0,Tim Kaine,,,,,
"Labor, Health & Human Services","ForKids, inc.","Support ForKids, inc. to provide mentoring and career exploration for high school students. Statewide/Multiple",Locations VA,500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Capital Hospice DBA Capital,Caring Health To support Capital Caring Health in purchasing accessible transportation for patients. Statewide/Multiple,Locations VA,263.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Envision Lead Grow,Support Envision Lead Grow to provide financial sustainability and entrepreneurship training. Statewide/Multiple,Locations VA,1533.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Neighborhood Health,"To support Neighborhood Health in purchasing equipment to expand access to medical, dental, and vision care for low-income residents. Statewide/Multiple",Locations VA,699.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Hampton Roads African,American Heritage Trail To support the Hampton Roads African American Heritage Trail in updating their resources Statewide/Multiple,Locations VA,3000.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Virginia Health Information,"To improve care coordination for vulnerable patients by accessing real time data through the Health Information Exchange to reduce barriers and increase adoption. Specifically, these funds would be used to support the purchasing of capital equipment related to IT. Statewide/Multiple",Locations VA,1400.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Virginia Partnership for,Out-of-School Time (VPOST) Funding will be used to provide out-of-school time programming. Statewide/Multiple,Locations VA,730.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Kidsave,Support Kidsave to assist Virginia's foster youth. Statewide/Multiple,Locations VA,478.0,Tim Kaine,,,,,
"Labor, Health & Human Services",LHHS_Kaine_CDS_Disclosure_24.pdf,"Document created 06/05/2024, 04:16 PM Cohen Veterans Network/Steven A. Cohen Military Family Clinic at The Up Center To support Cohen Veterans Network Military Family Clinic at The Up Center in providing mental health care services to veterans, servicemembers, and their families. Statewide/Multiple",Locations VA,1270.0,Tim Kaine,,,,,
"Labor, Health & Human Services",New River/Mount Rogers,Workforce Development Area Consortium Board Funding will be used to provide work-based learning. Statewide/Multiple,Locations VA,1447.0,Tim Kaine,,,,,
"Labor, Health & Human Services",New River/Mount Rogers,Workforce Development Area Consortium Board Funding would be used to provide pre- and post-release training to reduce recidivism. Statewide/Multiple,Locations VA,2781.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Alternative Paths Training,School Support Alternative Paths Training School to maximize instruction and achievement to special education students. Statewide/Multiple,Locations VA,500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",disAbility Law Center of,Virginia To support disAbility Law Center of Virginia in training workforce to improve the health of people of color with disabilities. Statewide/Multiple,Locations VA,150.0,Tim Kaine,,,,,
"Labor, Health & Human Services",FIRST Chesapeake,Support FIRST Chesapeake in providing STEM programs to high school students. Statewide/Multiple,Locations VA,795.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Boys & Girls Clubs of Central,Virginia To support Saturday Teen programs at the Boys & Girls Clubs of Central Virginia assist youth. Statewide/Multiple,Locations VA,103.0,Tim Kaine,,,,,
"Labor, Health & Human Services","Best Buddies International,",Inc. Support Best Buddies in creating more inclusive school environments. Statewide/Multiple,Locations VA,250.0,Tim Kaine,,,,,
"Labor, Health & Human Services",UVA Health Culpeper Medical,Center To support UVA Health Culpeper in purchasing an ambulance. Statewide/Multiple,Locations VA,496.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Germanna Community College,Support Germanna Community College in providing dual enrollment and early college programs. Statewide/Multiple,Locations VA,269.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Germanna Community College,Support Germanna Community College in launching a new degree program. Statewide/Multiple,Locations VA,347.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Virginia Tech,Funding will be used to purchase equipment to further artificial intelligence education and research opportunities. Statewide/Multiple,Locations VA,1500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",National Council For Adoption,"Support National Council for Adoption to provide resources to benefit adoptees, birth parents, and adoptive families. Statewide/Multiple",Locations VA,685.0,Tim Kaine,,,,,
"Labor, Health & Human Services","Circle of Parents, Inc.","Support Circle of Parents, Inc. to update trainings on child abuse and neglect. Statewide/Multiple",Locations VA,36.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Valley Area Stretcher,"Transport, Inc. To support Valley Area Stretcher Transport in purchasing accessible transportation for medical services. Statewide/Multiple",Locations VA,332.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Literacy Council of Northern,"Virginia, dba English Empowerment Center Support the English Empowerment Center in developing English proficiency and preparation for at-risk residents seeking to enter the workforce. Statewide/Multiple",Locations VA,1150.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Survivor Ventures,Support Survivor Ventures in providing workforce development. Statewide/Multiple,Locations VA,405.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Children’s Hospital of The,"King’s Daughters (CHKD) The purpose of this project is to fund the equipment necessary to expand the Children’s Hospital of the King’s Daughters’ milk bank’s production capacity, enabling it to meet Virginia’s increasing need for pasteurized donor human milk (PDHM). Statewide/Multiple",Locations VA,294.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Old Dominion University,To support Old Dominion University in establishing a teacher apprenticeship program for paraprofessionals. Statewide/Multiple,Locations VA,1333.0,Tim Kaine,,,,,
"Labor, Health & Human Services",LHHS_Kaine_CDS_Disclosure_24.pdf,"Document created 06/05/2024, 04:16 PM Virginia Community Healthcare Association To support Virginia Community Healthcare Association in improving health through nutrition education and provider training in rural areas, including through telehealth. Statewide/Multiple",Locations VA,342.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Rector and Visitors of the,University of Virginia To support the expansion of nurse clinician educator programs. Statewide/Multiple,Locations VA,500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",George Mason University,Support George Mason University in expanding its clinical nursing faculty. Statewide/Multiple,Locations VA,1200.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Germanna Community College,Support Germanna Community College in providing scholarships. Statewide/Multiple,Locations VA,415.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Association for Professionals,in Infection Control and Epidemiology Funding will be used to develop an accelerated pathway for individuals in the health sciences field. Statewide/Multiple,Locations VA,300.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Local Initiatives Support,Corporation Funding will be used to provide career training and financial coaching. Statewide/Multiple,Locations VA,2000.0,Tim Kaine,,,,,
"Labor, Health & Human Services",James City County,Funding will be used to expand library services to underserved youth and adults. Statewide/Multiple,Locations VA,750.0,Tim Kaine,,,,,
"Labor, Health & Human Services",The Pearl Project Institute for,Innovation in STEM Literacy Support Interstellar Dreams Space Center in providing afterschool STEM education. Statewide/Multiple,Locations VA,917.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Reading Is Fundamental,Support the Reading Is Fundamental Literacy Program in providing students with access to books. Statewide/Multiple,Locations VA,1500.0,Tim Kaine,,,,,
"Labor, Health & Human Services",International Schools of the,Future (DBA iSchool for the Future) Support iSchool for the Future to empower educators. Statewide/Multiple,Locations VA,50.0,Tim Kaine,,,,,
"Labor, Health & Human Services",University of Virginia,Funding will be used to provide mental health training. Statewide/Multiple,Locations VA,1000.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Hampton Roads Educational,Telecommunications Association dba WHRO Public Media Funding will be used administer a student internship program. Statewide/Multiple,Locations VA,678.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Virginia Foundation for,Community College Education Funding will be used to award college credits for previous military learning. Statewide/Multiple,Locations VA,990.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Educación Para Nuestro,Futuro Founded by Escuela Bolivia (d.b.a. Edu-Futuro) Support Edu-Futuro to provide college and career readiness to students. Statewide/Multiple,Locations VA,748.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Northwest Center,Funding will be used to provide training and professional development for early learning educators. Statewide/Multiple,Locations VA,350.0,Tim Kaine,,,,,
"Labor, Health & Human Services",JASON Learning,Funding will be used to develop a food manufacturing curriculum. Statewide/Multiple,Locations VA,215.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Paul D. Camp Community,College Foundation Funding will be used to expand workforce training.,Suffolk VA,1500.0,Tim Kaine,,,,,
"Labor, Health & Human Services","Tazewell County, VA",To support Tazewell County in construction to expand access to primary care.,Tazewell County VA,4441.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Vanguard Landing,To support Vanguard Landing in providing transportation to adults with disabilities to access services and live independently. Virginia Beach City,VA,100.0,Tim Kaine,,,,,
"Labor, Health & Human Services",City of Virginia Beach,The purpose of this project is to expand the City of Virginia Beach’s service delivery to include a Mobile Integrated Healthcare (MIH) program to serve the community through innovative and patient-focused approaches. Virginia Beach City,VA,313.0,Tim Kaine,,,,,
"Labor, Health & Human Services",LHHS_Kaine_CDS_Disclosure_24.pdf,"Document created 06/05/2024, 04:16 PM The Public Health Foundation To support the Public Health Foundation of Virginia Beach expansion of the Aging in Place and Mobile Integrated Health programs designed to support seniors in remaining their homes safely and independently Virginia Beach City",VA,700.0,Tim Kaine,,,,,
"Labor, Health & Human Services",The Public Health Foundation,To support the Public Health Foundation of Virginia Beach to purchase a mobile health unit to provide non-medical services and support. Virginia Beach City,VA,750.0,Tim Kaine,,,,,
"Labor, Health & Human Services",The Public Health Foundation,To support the Public Health Foundation of Virginia Beach in building a nonprofit dental clinic to reduce barriers to accessing dental care in the Hampton Roads. Virginia Beach City,VA,700.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Washington County Public,Schools--Greendale Elementary & Abingdon Elementary Support Washington County Public Schools in developing an inclusive and accessible playground for students. Washington County,VA,750.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Virginia Highlands Community,College Funding would be used to support the development of a healthcare simulation lab. Washington County,VA,850.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Valley Health System,To support Valley Health System in providing adolescent intensive outpatient behavioral health services.,Winchester City VA,598.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Valley Health System,"To support the Valley Health System's construction of a Mental Health Pavilion on the Campus of Winchester Medical Center, which would house the Adolescent Intensive Outpatient Program.",Winchester City VA,1400.0,Tim Kaine,,,,,
"Labor, Health & Human Services",Olivet Medical Ministries dba,"Lackey Clinic To support the expansion of the Lackey Clinic to increase capacity, doubling the number of patients met, to provide free dental services to the underserved",York County VA,507.0,Tim Kaine,,,,,
"Labor, Health & Human Services",William & Mary’s Virginia,Institute of Marine Science (VIMS) Support William & Mary’s Virginia Institute of Marine Science in purchasing new equipment.,York County VA,2400.0,Tim Kaine,,,,,
Military Construction & Veterans Affairs,Amount,Requested ($000) NSA Northwest Annex Planning & Design funding in support of a new 250-person enlisted quarters for students assigned to training. Chesapeake,VA,6895.0,Tim Kaine,,,,,
Military Construction & Veterans Affairs,Naval Station,"Norfolk Funding in support of a new, larger Child Development Center, to support child care and child development for active duty military and civilian families.",Norfolk VA,12000.0,Tim Kaine,,,,,
Military Construction & Veterans Affairs,Norfolk Naval,"Shipyard Funding in support of a new, larger Child Development Center, to support child care and child development for active duty military and civilian families. Portsmouth",VA,23360.0,Tim Kaine,,,,,
Military Construction & Veterans Affairs,MCB Quantico,"Funding in support of a new, larger Child Development Center, to support child care and child development for active duty military and civilian families.",Quantico VA,56810.0,Tim Kaine,,,,,
Military Construction & Veterans Affairs,NAS Oceana,"Funding helps address shortages of quality housing, providing unaccompanied enlisted housing for nearly 500 personnel. Virginia",Beach VA,73230.0,Tim Kaine,,,,,
Military Construction & Veterans Affairs,JEB Little,"Creek-Fort Story Funding in support of a new, larger Child Development Center, to support child care and child development for active duty military and civilian families. Virginia",Beach VA,12000.0,Tim Kaine,,,,,
Military Construction & Veterans Affairs,NAS Oceana,"Funding in support of a new, larger Child Development Center, to support child care and child development for active duty military and civilian families. Virginia",Beach VA,12000.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Town of Clifton Forge,To design and construct an all-abilities park within the Town of Clifton Forge. Alleghany County,VA,2500.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Virginia Department of,"Transportation For Rehabilitation of the East Ridgeway Street Bridge in the Town of Clifton Forge, Virginia. Alleghany County",VA,2500.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Ethiopian Community,"Development Council, Inc. To bridge gaps in federal funding for rental assistance for refugees in high-cost areas. Arlington County",VA,500.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development","AHC, Inc. (Affordable","Homes & Communities) To redevelop the Goodwill store in Arlington, VA, to create needed affordable rental homes, a childcare center, community center, outdoor space, and wrap-around services for residents. Arlington County",VA,1175.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Arlington County,"To provide funding for a resident amenity center at Barcroft Apartments, that would improve residents’ quality of life, and is part of a comprehensive affordable housing rehabilitation project. Arlington County",VA,2800.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Arlington Partnership for,"Affordable Housing To perform site work to prepare for the creation of affordable senior apartments in a high opportunity area of Arlington County, VA. Arlington County",VA,2000.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Arlington Partnership for,"Affordable Housing, Inc. To support an affordable housing community as part of a larger mixed-income master development. Arlington County",VA,2781.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Virginia Department of,"Transportation The project will improve bicycle and pedestrian safety and accessibility along South George Mason Drive, a primary north-south corridor in Arlington and key access point to two federal installations. Arlington County",VA,960.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Virginia Department of,"Transportation This project will study I-81 Exit 213 in Augusta County, Virginia to develop a preferred alternative to advance for design and construction.",Augusta County VA,250.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Botetourt County,To improve Last Lock Park as a facility providing recreational amenities to an underserved rural area of Botetourt County. Botetourt County,VA,1707.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Virginia Department of,Transportation Funding will be used to add fourth lanes to 3.98 miles of US 460 Connector Phase II within Corridor Q in Buchanan County. Buchanan County,VA,7000.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Carroll County,"To develop affordable housing in Carroll County, Virginia.",Carroll County VA,1000.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Alexandria,"Redevelopment Housing Authority To construct modern, affordable senior housing in Alexandria, Virginia, for a variety of low and moderate-income levels. City of Alexandria",VA,3000.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Hopkins House - A Center,"for Children and their Families To buildout space to house economic security, early learning, and housing stability programs for Virginia public housing residents. City of Alexandria",VA,2500.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development","Community Lodgings, Inc.",To plan and design the transformation of an aging 28-unit with a new multifamily affordable housing development and increase deeply affordable housing options needed in Arlandria-Chirilagua. City of Alexandria,VA,1500.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Community Housing,Partners Corporation To construct affordable housing units in a high-opportunity area in the City of Alexandria. City of Alexandria,VA,1651.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",THUD_Kaine_CDS_Disclosure_24.pdf,"Document created 06/20/2024, 04:10 PM The Arcadia Center for Sustainable Food & Agriculture To provide the physical infrastructure necessary to house and expand Arcadia’s 9-year old successful training program for military veterans, active duty personnel, and their families for new careers in farming. City of Alexandria",VA,3600.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Good360,"This project aims to modernize Good360’s IT infrastructure to enhance operational efficiency, improving the distribution of essential goods, aligning with our mission to transform lives through product philanthropy. City of Alexandria",VA,1850.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",City of Charlottesville,"To replace a defunct commercial building with a mixed-use, affordable residential development with affordable apartments serving low- and moderate-income seniors, people with disabilities, and families. City of",Charlottesville VA,2400.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",Piedmont Community,Land Trust To establish a revolving working capital fund using a strategic blend of investments to acquire and develop permanently affordable homeownership opportunities in the region. City of,Charlottesville VA,1000.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",City of Chesapeake,"Chesapeake is converting a 10,000 sq ft building into a facility providing day services and overnight shelter, including showers, laundry, meals, and employment resources, in partnership with local organizations. City of",Chesapeake VA,369.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",City of Chesapeake,"The Schooner Trail Park project, a short-term action recommended by the City's Mayor's Special Airline Boulevard/Holly Cove Task Force, aims to provide citizens with recreational activities for families. City of",Chesapeake VA,500.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",City of Chesapeake,"The project aims to create a safe pedestrian pathway along Myers Road, spanning from Atlantic Ave to Lyons Ave. City of",Chesapeake VA,1150.0,Tim Kaine,,,,,
"Transportation, Housing & Urban Development",City of Danville,Funding will be used to revitalize a predominant blighted structure to a mixed-use community focused facility with residential units and community focused offices and resources.,City of Danville VA,1691.0,Tim Kaine,,,,,
