fiscal_year,secretariat,agency,program,service_area,appropriated_amount,total_spent_ytd,remaining_balance,execution_rate,number_of_unique_recipients,top_10_recipients,category_breakdown,match_type,match_score
2025,EDUCATION,Virginia State University,Higher Ed Institutionl Support,Executive Management,18004746.0,5580937.909999999,12423808.09,0.30997037725497484,43,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""22nd Century Technologies Inc"", ""Ogletree Deakins Nash Smoak"", ""UNITED PARCEL SERVICE"", ""Virginia State University"", ""MINNIS,TIA A"", ""Corrin & King Business Strategies LLC"", ""Sands Anderson PC"", ""JOHNSON-NORWOOD,FRANKLIN""]","{""PERSONAL SERVICES"": 606, ""CONTRACTUAL SERVICES"": 258, ""SUPPLIES AND MATERIALS"": 27, ""TRANSFER PAYMENTS"": 24, ""CONTINUOUS CHARGES"": 10, ""EQUIPMENT"": 7}",fuzzy,0.9577464788732394
2025,EDUCATION,Virginia State University,Higher Ed Institutionl Support,Fiscal Operations,18004746.0,-2272201.39,20276947.39,-0.12620013578641986,23,"[""nan"", ""22nd Century Technologies Inc"", ""MISCELLANEOUS ADJUSTMENT"", ""Williams & Fudge Inc"", ""S & S Recovery Inc"", ""Bank of America"", ""UNITED PARCEL SERVICE"", ""ALLEN,ALFREDA D L"", ""DTG Holdings Inc"", ""GREEN,AMANDA LORRAINE""]","{""PERSONAL SERVICES"": 402, ""CONTRACTUAL SERVICES"": 400, ""SUPPLIES AND MATERIALS"": 42, ""EQUIPMENT"": 11, ""CONTINUOUS CHARGES"": 7}",fuzzy,0.9577464788732394
2025,EDUCATION,Virginia State University,Higher Ed Institutionl Support,General Administrative Svcs,18004746.0,1359336.3499999994,16645409.65,0.07549877959955666,36,"[""nan"", ""Computer Aid Inc"", ""MISCELLANEOUS ADJUSTMENT"", ""Ellucian Company LLC"", ""SHI International Corp"", ""DALY COMPUTERS INC"", ""DISYS Solutions Inc"", ""UNITED PARCEL SERVICE"", ""CDWG Government"", ""Equinix Inc""]","{""PERSONAL SERVICES"": 340, ""CONTRACTUAL SERVICES"": 278, ""EQUIPMENT"": 31, ""SUPPLIES AND MATERIALS"": 16, ""TRANSFER PAYMENTS"": 7, ""CONTINUOUS CHARGES"": 4}",fuzzy,0.9577464788732394
2025,EDUCATION,Virginia State University,Higher Ed Institutionl Support,Logistical Services,18004746.0,5981558.58,12023187.42,0.33222121433981905,33,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""22nd Century Technologies Inc"", ""CHESTERFIELD COUNTY"", ""THE HILLER COMPANIES INC"", ""Johnson Controls US Holdings LLC"", ""Regional Marketing Concepts Inc"", ""LiveView Technologies Inc"", ""The Pitney Bowes Bank Inc"", ""UNITED PARCEL SERVICE""]","{""PERSONAL SERVICES"": 453, ""CONTRACTUAL SERVICES"": 294, ""SUPPLIES AND MATERIALS"": 49, ""EQUIPMENT"": 35, ""CONTINUOUS CHARGES"": 9, ""TRANSFER PAYMENTS"": 5}",fuzzy,0.9577464788732394
2025,EDUCATION,Virginia State University,Higher Ed Institutionl Support,Public Relations & Development,18004746.0,1071725.44,16933020.56,0.05952460756736029,14,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""UNITED PARCEL SERVICE"", ""Smith,Justin C"", ""WATERS,DOTTY D"", ""Virginia State University"", ""Meltwater News US Inc"", ""Karen A Faison"", ""Mario Dance"", ""The Richmond Forum""]","{""PERSONAL SERVICES"": 495, ""CONTRACTUAL SERVICES"": 117, ""SUPPLIES AND MATERIALS"": 24, ""EQUIPMENT"": 15, ""TRANSFER PAYMENTS"": 9, ""CONTINUOUS CHARGES"": 5}",fuzzy,0.9577464788732394
2025,EDUCATION,Virginia State University,Operation & Maintenance-Plant,Administration and Supervision,8593900.0,75201.79000000004,8518698.21,0.008750601007691506,9,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Virginia State University"", ""Global Spectrum LP"", ""Department of General Services"", ""VIRGINIA CORRECTIONAL ENTERPRISES"", ""KSA INTERIORS INC"", ""VIRGINIA ELECTRIC AND POWER COMPANY"", ""US Green Building Council""]","{""PERSONAL SERVICES"": 389, ""CONTRACTUAL SERVICES"": 80, ""SUPPLIES AND MATERIALS"": 10, ""EQUIPMENT"": 7, ""CONTINUOUS CHARGES"": 3}",fuzzy,1.0
2025,EDUCATION,Virginia State University,Operation & Maintenance-Plant,Bldg/Grnd/Util Line-Repair&Mnt,8593900.0,2203662.33,6390237.67,0.2564216863123844,26,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""KSA INTERIORS INC"", ""Department of General Services"", ""ColonialWebb Contractors Company"", ""The Gordian Group Inc"", ""Graphix Fab LLC"", ""Canterbury Enterprises LLC"", ""Hanbury Evans Wright Vlattas Co"", ""W W GRAINGER INC""]","{""PERSONAL SERVICES"": 163, ""CONTRACTUAL SERVICES"": 86, ""SUPPLIES AND MATERIALS"": 15, ""PLANT AND IMPROVEMENTS"": 2, ""EQUIPMENT"": 1, ""CONTINUOUS CHARGES"": 1, ""PROPERTY IMPROVEMENTS"": 1}",fuzzy,1.0
2025,EDUCATION,Virginia State University,Operation & Maintenance-Plant,Custodial Service,8593900.0,996.02,8592903.98,0.00011589848613551472,1,"[""KSA INTERIORS INC""]","{""CONTRACTUAL SERVICES"": 1}",fuzzy,1.0
2025,EDUCATION,Virginia State University,Operation & Maintenance-Plant,Operation of Power Plant,8593900.0,240091.08999999997,8353808.91,0.02793738465655872,13,"[""nan"", ""22nd Century Technologies Inc"", ""MISCELLANEOUS ADJUSTMENT"", ""Tate Engineering Systems Inc"", ""EXELON CORPORATION"", ""COLUMBIA GAS OF VIRGINIA"", ""Nalco Company LLC"", ""Geotechnical Environment and Testing Sol"", ""Timmons Group"", ""ABM Industry Groups, LLC""]","{""PERSONAL SERVICES"": 190, ""CONTRACTUAL SERVICES"": 91, ""SUPPLIES AND MATERIALS"": 33, ""EQUIPMENT"": 1}",fuzzy,1.0
2025,EDUCATION,Virginia State University,Operation & Maintenance-Plant,Other Operation&Maint Expense,8593900.0,11319.23,8582580.77,0.001317123773839584,3,"[""BAY DIESEL CORPORATION"", ""MISCELLANEOUS ADJUSTMENT"", ""Tate Engineering Systems Inc""]","{""SUPPLIES AND MATERIALS"": 2, ""CONTRACTUAL SERVICES"": 2}",fuzzy,1.0
2025,EDUCATION,Virginia State University,Operation & Maintenance-Plant,Property&General Liability Ins,8593900.0,2598549.14,5995350.859999999,0.30237134944553695,8,"[""Bahen Inc"", ""DISYS Solutions Inc"", ""Quality Moving Services Inc"", ""ABM Industry Groups"", ""MISCELLANEOUS ADJUSTMENT"", ""Marsh McLennan Agency LLC Graham Company"", ""Iron Mountain Inc"", ""Commonwealth of Va Dept of the Treasury""]","{""CONTRACTUAL SERVICES"": 20, ""CONTINUOUS CHARGES"": 2, ""PERSONAL SERVICES"": 1}",fuzzy,1.0
2025,EDUCATION,Virginia State University,Operation & Maintenance-Plant,Utilities,8593900.0,1017030.49,7576869.51,0.11834330048057343,6,"[""COLUMBIA GAS OF VIRGINIA"", ""CHESTERFIELD COUNTY"", ""VIRGINIA ELECTRIC AND POWER COMPANY"", ""City of Colonial Heights VA"", ""Virginia Electric and Power Company"", ""MISCELLANEOUS ADJUSTMENT""]","{""CONTINUOUS CHARGES"": 237, ""SUPPLIES AND MATERIALS"": 154}",fuzzy,1.0
2025,EDUCATION,,,Ag&Natural Res Coop Ext Svcs,120473.0,64079.35,56393.65,0.5318980186431814,2,"[""nan"", ""MISCELLANEOUS ADJUSTMENT""]","{""PERSONAL SERVICES"": 384, ""SUPPLIES AND MATERIALS"": 3, ""CONTRACTUAL SERVICES"": 2}",strict,1.0
2025,EDUCATION,,,Archival Research Services,7754857.0,626445.39,7128411.61,0.08078103696818652,9,"[""MISCELLANEOUS ADJUSTMENT"", ""nan"", ""HATTON,ANN-MARIE C"", ""CHRISTMAN,ROGER E"", ""MASON"", ""COLLINS"", ""BROOKS"", ""NEUROTH"", ""Uptown Color LLC""]","{""PERSONAL SERVICES"": 799, ""CONTRACTUAL SERVICES"": 35, ""SUPPLIES AND MATERIALS"": 12, ""EQUIPMENT"": 1}",strict,1.0
2025,EDUCATION,,,Circuit Court Recrd Preservatn,7754857.0,2582721.12,5172135.88,0.3330456151544767,86,"[""MISCELLANEOUS ADJUSTMENT"", ""Hanover County Community Services"", ""Henry County"", ""Bland County Board of Supervisors"", ""King George County"", ""Charlotte County Board of Supervisors"", ""Westmoreland County"", ""City of Danville"", ""City of Fredericksburg"", ""KING WILLIAM COUNTY""]","{""TRANSFER PAYMENTS"": 106, ""CONTINUOUS CHARGES"": 5}",strict,1.0
2025,EDUCATION,,,Collectns Mgmt&Curatorial Svcs,47791734.0,6517330.51,41274403.49,0.13636940877683995,163,"[""nan"", ""** DETAILED DATA NOT YET AVAILABLE **"", ""Bank of America"", ""MISCELLANEOUS ADJUSTMENT"", ""B Randolph Wilkinson"", ""Masterpiece International Ltd LLC"", ""MANSFIELD OIL Co of Gainesville Inc"", ""CASSEL OLIVER,VALERIE"", ""Worth Higgins & Associates Inc"", ""TAYLOR,MICHAEL""]","{""PERSONAL SERVICES"": 1470, ""CONTRACTUAL SERVICES"": 462, ""SUPPLIES AND MATERIALS"": 141, ""CONTINUOUS CHARGES"": 72, ""EQUIPMENT"": 70, ""TRANSFER PAYMENTS"": 43}",strict,1.0
2025,EDUCATION,,,Community Education,64916988.0,1257296.8,63659691.2,0.01936776241066514,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""PERSONAL SERVICES"": 552, ""CONTRACTUAL SERVICES"": 251, ""SUPPLIES AND MATERIALS"": 86, ""TRANSFER PAYMENTS"": 27, ""CONTINUOUS CHARGES"": 23, ""EQUIPMENT"": 11}",strict,1.0
2025,EDUCATION,,,Community Services,580981.0,17545725.73,-16964744.73,30.200171313691843,61,"[""** DETAILED DATA NOT YET AVAILABLE **"", ""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Commonwealth of Virginia"", ""Premier Staffing Source Inc"", ""Thompson Hospitality Services LLC"", ""Norfolk State University"", ""Virginia State University"", ""TSRC Inc"", ""Cox Virginia Telcom LLC""]","{""PERSONAL SERVICES"": 1672, ""CONTRACTUAL SERVICES"": 943, ""SUPPLIES AND MATERIALS"": 294, ""EQUIPMENT"": 101, ""TRANSFER PAYMENTS"": 94, ""CONTINUOUS CHARGES"": 86, ""PROPERTY IMPROVEMENTS"": 2}",strict,1.0
2025,EDUCATION,,,Consrve/Presrve-Historic Recrd,7754857.0,887343.04,6867513.96,0.11442416539724717,7,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Backstage Library Works"", ""HF Group LLC"", ""Turner Schmidt LLC"", ""Technical Library Service LLC"", ""UNITED PARCEL SERVICE""]","{""PERSONAL SERVICES"": 188, ""CONTRACTUAL SERVICES"": 73, ""SUPPLIES AND MATERIALS"": 2, ""EQUIPMENT"": 1}",strict,1.0
2025,EDUCATION,,,Consultation to Libraries,12174124.0,2543598.47,9630525.53,0.20893482520795748,29,"[""MISCELLANEOUS ADJUSTMENT"", ""nan"", ""Virginia Information Technologies Agency"", ""Lyrasis"", ""Aaron Schmidt"", ""Plum Librarian LLC"", ""CHURCH"", ""Niche Academy LLC"", ""Reed Carson Hepler"", ""Tel-Logic Inc""]","{""PERSONAL SERVICES"": 661, ""CONTRACTUAL SERVICES"": 107, ""EQUIPMENT"": 27, ""SUPPLIES AND MATERIALS"": 17}",strict,1.0
2025,EDUCATION,,,Counseling and Career Guidance,8311200.0,11153995.37,-2842795.369999999,1.3420439130330155,73,"[""** DETAILED DATA NOT YET AVAILABLE **"", ""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Commonwealth of Virginia"", ""Thompson Hospitality Services LLC"", ""Norfolk State University"", ""ELECTRONIC SYSTEMS INC"", ""ProtoCall Services Inc"", ""ALLCITY ENTERTAINMENT"", ""Parkhurst Dining LLC""]","{""PERSONAL SERVICES"": 1604, ""CONTRACTUAL SERVICES"": 732, ""SUPPLIES AND MATERIALS"": 204, ""EQUIPMENT"": 90, ""CONTINUOUS CHARGES"": 58, ""TRANSFER PAYMENTS"": 27}",strict,1.0
2025,EDUCATION,,,Education and Extension Svcs,12299708.0,6986471.73,5313236.27,0.5680193163935274,207,"[""nan"", ""Bank of America"", ""MISCELLANEOUS ADJUSTMENT"", ""Vivian Contracting LLC"", ""MANSFIELD OIL Co of Gainesville Inc"", ""Department of General Services"", ""AIRGAS USA LLC"", ""Mid Atlantic Textile Company LLC"", ""DALY COMPUTERS INC"", ""Richmond Jazz Society Inc""]","{""PERSONAL SERVICES"": 2062, ""CONTRACTUAL SERVICES"": 444, ""SUPPLIES AND MATERIALS"": 393, ""EQUIPMENT"": 146, ""TRANSFER PAYMENTS"": 80, ""CONTINUOUS CHARGES"": 29, ""PROPERTY IMPROVEMENTS"": 1}",strict,1.0
2025,EDUCATION,,,Family Practice Resid Instruct,658452506.0,895647.79,657556858.21,0.0013602314241932584,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""PERSONAL SERVICES"": 85, ""CONTRACTUAL SERVICES"": 15, ""CONTINUOUS CHARGES"": 12, ""TRANSFER PAYMENTS"": 10}",strict,1.0
2025,EDUCATION,,,Financial Aid Administration,7234752.0,5744092.45,1490659.5499999998,0.7939584452929417,19,"[""** DETAILED DATA NOT YET AVAILABLE **"", ""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Commonwealth of Virginia"", ""Cellco Partnership"", ""Thompson Hospitality Services LLC"", ""ECMC Solutions Corporation"", ""Ellucian Company LLC"", ""JOHNSON"", ""College Entrance Examination Board""]","{""PERSONAL SERVICES"": 1414, ""CONTRACTUAL SERVICES"": 376, ""SUPPLIES AND MATERIALS"": 77, ""CONTINUOUS CHARGES"": 41, ""EQUIPMENT"": 23, ""TRANSFER PAYMENTS"": 15}",strict,1.0
2025,EDUCATION,,,General Academic Instruction,92663925.0,509952266.41,-417288341.41,5.503244832441536,883,"[""** DETAILED DATA NOT YET AVAILABLE **"", ""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Commonwealth of Virginia"", ""Parkhurst Dining LLC"", ""Thompson Hospitality Services LLC"", ""Premier Staffing Source Inc"", ""22nd Century Technologies Inc"", ""TSRC Inc"", ""Colonial Scientific Inc""]","{""PERSONAL SERVICES"": 7313, ""CONTRACTUAL SERVICES"": 7242, ""SUPPLIES AND MATERIALS"": 3874, ""EQUIPMENT"": 1855, ""TRANSFER PAYMENTS"": 1308, ""CONTINUOUS CHARGES"": 559, ""PLANT AND IMPROVEMENTS"": 10, ""PROPERTY IMPROVEMENTS"": 9}",strict,1.0
2025,EDUCATION,,,General Management & Direction,13297009.0,2106832.53,11190176.47,0.15844409295353562,52,"[""MISCELLANEOUS ADJUSTMENT"", ""nan"", ""Virginia Information Technologies Agency"", ""Department of General Services"", ""Bank of America"", ""MANSFIELD OIL Co of Gainesville Inc"", ""RECS LLC"", ""Jay Paul"", ""DIVISION OF CAPITOL POLICE"", ""LEE BHM CORP""]","{""PERSONAL SERVICES"": 959, ""CONTRACTUAL SERVICES"": 256, ""SUPPLIES AND MATERIALS"": 152, ""CONTINUOUS CHARGES"": 116, ""EQUIPMENT"": 22, ""TRANSFER PAYMENTS"": 6}",strict,1.0
2025,EDUCATION,,,Higher Education Public Svcs,3072097.0,14301671.07,-11229574.07,4.65534488982607,6,"[""** DETAILED DATA NOT YET AVAILABLE **"", ""MISCELLANEOUS ADJUSTMENT"", ""Sophia Ifeoma Njoku"", ""MUNSO BWALYA"", ""Virginia State University"", ""nan""]","{""CONTRACTUAL SERVICES"": 659, ""PERSONAL SERVICES"": 332, ""SUPPLIES AND MATERIALS"": 142, ""CONTINUOUS CHARGES"": 60, ""EQUIPMENT"": 42, ""TRANSFER PAYMENTS"": 27}",strict,1.0
2025,EDUCATION,,,Higher Education Research,1961180.0,1912735.94,48444.060000000056,0.9752985141598425,85,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Christopher Newport University"", ""Owen Carter Medford"", ""Louis Barrett Belvin"", ""VA Institute of Marine Science"", ""Chaniya Cooper"", ""California Institute of Technology"", ""Russell Alan Burns"", ""Tara Warne-Griggs""]","{""PERSONAL SERVICES"": 327, ""TRANSFER PAYMENTS"": 158, ""CONTRACTUAL SERVICES"": 75, ""SUPPLIES AND MATERIALS"": 34, ""EQUIPMENT"": 8}",strict,1.0
2025,EDUCATION,,,Higher Education Student Svcs,6986590.0,39818162.019999996,-32831572.019999996,5.699226950486574,46,"[""** DETAILED DATA NOT YET AVAILABLE **"", ""MISCELLANEOUS ADJUSTMENT"", ""nan"", ""TIDEWATER PRINTERS"", ""The Common Application Inc"", ""UNITED PARCEL SERVICE"", ""Adams Outdoor Advertising LP"", ""Entercom Communications Corp"", ""Outfront Media Inc"", ""Enterprise Holdings Inc""]","{""CONTRACTUAL SERVICES"": 1857, ""PERSONAL SERVICES"": 1536, ""SUPPLIES AND MATERIALS"": 668, ""EQUIPMENT"": 232, ""CONTINUOUS CHARGES"": 105, ""TRANSFER PAYMENTS"": 97}",strict,1.0
2025,EDUCATION,,,Historical&Cultural Publicatns,7754857.0,353331.27999999997,7401525.72,0.045562578394417845,40,"[""MISCELLANEOUS ADJUSTMENT"", ""nan"", ""Richmond Digital Color Inc"", ""DIVISION OF CAPITOL POLICE"", ""Department of General Services"", ""Frame-Art Gallery Ltd"", ""Gregg Alan Hillmar"", ""Joseph Brent Tarter"", ""Frances M Clarke"", ""Turner Schmidt LLC""]","{""PERSONAL SERVICES"": 746, ""CONTRACTUAL SERVICES"": 61, ""SUPPLIES AND MATERIALS"": 9, ""CONTINUOUS CHARGES"": 4, ""EQUIPMENT"": 1}",strict,1.0
2025,EDUCATION,,,Individual or Project Research,12326172.0,4861018.7000000095,7465153.2999999905,0.39436563922684265,4,"[""** DETAILED DATA NOT YET AVAILABLE **"", ""MISCELLANEOUS ADJUSTMENT"", ""Strevel,Hank B"", ""LIM""]","{""CONTRACTUAL SERVICES"": 1050, ""PERSONAL SERVICES"": 873, ""SUPPLIES AND MATERIALS"": 561, ""EQUIPMENT"": 190, ""TRANSFER PAYMENTS"": 90, ""CONTINUOUS CHARGES"": 76, ""PLANT AND IMPROVEMENTS"": 2, ""PROPERTY IMPROVEMENTS"": 1}",strict,1.0
2025,EDUCATION,,,Information Technology Svcs,13297009.0,2966048.05,10330960.95,0.22306129521308135,33,"[""MISCELLANEOUS ADJUSTMENT"", ""nan"", ""Allied Telecom Group Inc"", ""Virginia Information Technologies Agency"", ""DISYS Solutions Inc"", ""Gimmal LLC"", ""GreyGate LLC"", ""Virginia Integrated Communication"", ""Ex Libris USA Inc"", ""DL Consulting Limited""]","{""PERSONAL SERVICES"": 971, ""CONTRACTUAL SERVICES"": 170, ""EQUIPMENT"": 76, ""SUPPLIES AND MATERIALS"": 11}",strict,1.0
2025,EDUCATION,,,Institutes and Research Centrs,199975.0,12304873.06,-12104898.06,61.53205680710089,113,"[""** DETAILED DATA NOT YET AVAILABLE **"", ""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Thompson Hospitality Services LLC"", ""Norfolk State University"", ""ALBERT LLUBERES"", ""ELENI MEKONNEN"", ""JAILYNN SAUNDERS"", ""JUAN RUIZ PATINO"", ""AARON STARZYK""]","{""PERSONAL SERVICES"": 1028, ""CONTRACTUAL SERVICES"": 505, ""TRANSFER PAYMENTS"": 252, ""SUPPLIES AND MATERIALS"": 136, ""EQUIPMENT"": 96, ""CONTINUOUS CHARGES"": 85, ""OBLIGATIONS"": 1}",strict,1.0
2025,EDUCATION,,,Management of Archival Records,7754857.0,777768.9,6977088.1,0.10029442193453729,6,"[""MISCELLANEOUS ADJUSTMENT"", ""nan"", ""Backstage Library Works"", ""HF Group LLC"", ""DIVISION OF CAPITOL POLICE"", ""Council of State Historical Records Coor""]","{""PERSONAL SERVICES"": 900, ""CONTRACTUAL SERVICES"": 42, ""SUPPLIES AND MATERIALS"": 8, ""CONTINUOUS CHARGES"": 3, ""EQUIPMENT"": 1}",strict,1.0
2025,EDUCATION,,,Management of Public Records,7754857.0,341358.11,7413498.89,0.044018620846264477,3,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Allied Telecom Group Inc""]","{""PERSONAL SERVICES"": 452, ""CONTRACTUAL SERVICES"": 42, ""SUPPLIES AND MATERIALS"": 10, ""CONTINUOUS CHARGES"": 6}",strict,1.0
2025,EDUCATION,,,Medicine Instruction,249113885.0,25361346.15,223752538.85,0.1018062327196254,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTRACTUAL SERVICES"": 415, ""PERSONAL SERVICES"": 243, ""SUPPLIES AND MATERIALS"": 146, ""EQUIPMENT"": 94, ""CONTINUOUS CHARGES"": 80, ""TRANSFER PAYMENTS"": 44}",strict,1.0
2025,EDUCATION,,,Operational and Support Svcs,47791734.0,24259819.77,23531914.23,0.50761539160726,284,"[""nan"", ""Bank of America"", ""MISCELLANEOUS ADJUSTMENT"", ""VIRGINIA ELECTRIC AND POWER COMPANY"", ""City of Richmond"", ""Virginia Information Technologies Agency"", ""Department of General Services"", ""UNITED PARCEL SERVICE"", ""MANSFIELD OIL Co of Gainesville Inc"", ""Virginia Museum of Fine Arts Foundation""]","{""PERSONAL SERVICES"": 2821, ""CONTRACTUAL SERVICES"": 1476, ""SUPPLIES AND MATERIALS"": 748, ""CONTINUOUS CHARGES"": 604, ""EQUIPMENT"": 246, ""TRANSFER PAYMENTS"": 28, ""PROPERTY IMPROVEMENTS"": 5, ""PLANT AND IMPROVEMENTS"": 4}",strict,1.0
2025,EDUCATION,,,Operatn of Higher Educatn Ctrs,5186850.0,2741919.64,2444930.36,0.5286290600267985,71,"[""** DETAILED DATA NOT YET AVAILABLE **"", ""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""City of Martinsville VA"", ""Bank of America"", ""Elavon Inc"", ""MANSFIELD OIL Co of Gainesville Inc"", ""Sharons Cleaning LLC"", ""Kaufman & Canoles PC"", ""Virginia Information Technologies Agency""]","{""PERSONAL SERVICES"": 739, ""CONTRACTUAL SERVICES"": 359, ""CONTINUOUS CHARGES"": 138, ""SUPPLIES AND MATERIALS"": 128, ""EQUIPMENT"": 84, ""PROPERTY IMPROVEMENTS"": 11, ""TRANSFER PAYMENTS"": 3}",strict,1.0
2025,EDUCATION,,,Physical Plant Services,13297009.0,2115434.5500000003,11181574.45,0.1590910068572564,23,"[""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""MANSFIELD OIL Co of Gainesville Inc"", ""Regional Marketing Concepts Inc"", ""Siemens Industry Inc"", ""WERRES Corp"", ""TONI PRO CLEANING LLC"", ""VIRGINIA ELECTRIC AND POWER COMPANY"", ""City of Richmond"", ""Department of General Services""]","{""PERSONAL SERVICES"": 397, ""CONTRACTUAL SERVICES"": 113, ""SUPPLIES AND MATERIALS"": 41, ""CONTINUOUS CHARGES"": 26, ""EQUIPMENT"": 1, ""PROPERTY IMPROVEMENTS"": 1}",strict,1.0
2025,EDUCATION,,,Public Broadcasting Services,20052601.0,124629.1,19927971.9,0.006215108952698954,3,"[""** DETAILED DATA NOT YET AVAILABLE **"", ""MISCELLANEOUS ADJUSTMENT"", ""Kelsi Hite""]","{""PERSONAL SERVICES"": 17, ""TRANSFER PAYMENTS"": 12, ""CONTRACTUAL SERVICES"": 7, ""CONTINUOUS CHARGES"": 4, ""SUPPLIES AND MATERIALS"": 3, ""EQUIPMENT"": 1}",strict,1.0
2025,EDUCATION,,,Remedial Instruction,658452506.0,19919.03,658432586.97,3.0251278290373763e-05,1,"[""** DETAILED DATA NOT YET AVAILABLE **""]","{""CONTINUOUS CHARGES"": 5, ""CONTRACTUAL SERVICES"": 4, ""SUPPLIES AND MATERIALS"": 1}",strict,1.0
2025,EDUCATION,,,Research Library Services,12174124.0,1736525.3699999999,10437598.63,0.14264068363358218,35,"[""MISCELLANEOUS ADJUSTMENT"", ""nan"", ""HF Group LLC"", ""ProQuest LLC"", ""Backstage Library Works"", ""Raynor HCA Inc"", ""Timothy Abbott"", ""Kurt A Sanftleben"", ""Cengage Learning"", ""OCLC Online Computer Library Center Inc""]","{""PERSONAL SERVICES"": 1095, ""CONTRACTUAL SERVICES"": 114, ""EQUIPMENT"": 88, ""SUPPLIES AND MATERIALS"": 19, ""CONTINUOUS CHARGES"": 2}",strict,1.0
2025,EDUCATION,,,Scientific Research,12299708.0,0.0,12299708.0,0.0,2,"[""MISCELLANEOUS ADJUSTMENT"", ""United American Security LLC""]","{""CONTRACTUAL SERVICES"": 2}",strict,1.0
2025,EDUCATION,,,Social and Cultural Developmnt,10793474.0,6857522.92,3935951.08,0.635339735844085,26,"[""** DETAILED DATA NOT YET AVAILABLE **"", ""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Norfolk State University"", ""LONGWOOD UNIVERSITY"", ""Thompson Hospitality Services LLC"", ""Ahmed,Waleed M"", ""The Carpentry & Painting Experts"", ""Scenario Learning LLC"", ""Joshua Rivedal""]","{""PERSONAL SERVICES"": 1051, ""CONTRACTUAL SERVICES"": 634, ""SUPPLIES AND MATERIALS"": 270, ""EQUIPMENT"": 97, ""CONTINUOUS CHARGES"": 78, ""TRANSFER PAYMENTS"": 57, ""PROPERTY IMPROVEMENTS"": 2}",strict,1.0
2025,EDUCATION,,,Student Admissions and Records,10793474.0,16840131.09,-6046657.09,1.5602141710815258,119,"[""** DETAILED DATA NOT YET AVAILABLE **"", ""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""Commonwealth of Virginia"", ""LONGWOOD UNIVERSITY"", ""Thompson Hospitality Services LLC"", ""The Common Application Inc"", ""UNITED PARCEL SERVICE"", ""Framing Concepts Inc"", ""Commonwealth Document Management Inc""]","{""PERSONAL SERVICES"": 2175, ""CONTRACTUAL SERVICES"": 1228, ""SUPPLIES AND MATERIALS"": 338, ""CONTINUOUS CHARGES"": 84, ""EQUIPMENT"": 76, ""TRANSFER PAYMENTS"": 47, ""PROPERTY IMPROVEMENTS"": 7}",strict,1.0
2025,EDUCATION,,,Student Health Services,7234752.0,238520.15,6996231.85,0.032968669831391594,23,"[""** DETAILED DATA NOT YET AVAILABLE **"", ""MISCELLANEOUS ADJUSTMENT"", ""Thompson Hospitality Services LLC"", ""nan"", ""Premier Staffing Source Inc"", ""Superior Global Solutions Inc"", ""LAI Enterprises LLC"", ""Barnes & Noble Booksellers Inc"", ""TDI LLC"", ""Active Minds Inc""]","{""CONTRACTUAL SERVICES"": 79, ""PERSONAL SERVICES"": 21, ""SUPPLIES AND MATERIALS"": 21, ""CONTINUOUS CHARGES"": 8, ""EQUIPMENT"": 6}",strict,1.0
2025,EDUCATION,,,Student Service Administration,10793474.0,19754690.71,-8961216.71,1.8302439705696238,46,"[""** DETAILED DATA NOT YET AVAILABLE **"", ""nan"", ""MISCELLANEOUS ADJUSTMENT"", ""22nd Century Technologies Inc"", ""Elavon Inc"", ""Nelnet Business Solutions Inc"", ""UNITED PARCEL SERVICE"", ""Strata Information Group"", ""VIRGINIA CORRECTIONAL ENTERPRISES"", ""Brinks Inc""]","{""PERSONAL SERVICES"": 1478, ""CONTRACTUAL SERVICES"": 807, ""SUPPLIES AND MATERIALS"": 154, ""EQUIPMENT"": 87, ""CONTINUOUS CHARGES"": 70, ""TRANSFER PAYMENTS"": 60}",strict,1.0
